Timestamp,EquipmentID,EquipmentType,Location,EquipmentAgeDays,Alarm_SpanLoss,Alarm_OpticalReturnLoss,Alarm_Temperature,Alarm_Voltage,SpanLoss,OpticalReturnLoss,Temperature,Voltage,PowerOutage,FiberCut,ParentDeviceID,upstream_status,downstream_status,interface_status,interface_in_errors,interface_out_errors,cpu_utilization,memory_utilization,temperature_status,fan_status,power_status,alarms_count,downstream_impact_score,IsRootCause,FaultInjected
2023-06-06 00:00:00,core-sw-1,Switch,London,341,0,0,1,0,0.624221700373056,57.39914850448178,42.521345405918034,12.198953112463965,False,False,cpe-ro-1,up,partial_down,up,181,363,51,83,critical,warning,normal,3,0.25,1,0
2023-06-06 00:00:00,cpe-sw-1,Switch,Frankfurt,324,0,0,0,0,0.6541457015825557,55.89804099151578,15.953333028342271,12.199008620567877,False,False,ce-ro-20,up,partial_down,up,10,345,21,51,normal,failed,normal,5,0.14,0,0
2023-06-06 00:00:00,cpe-sw-7,Switch,Frankfurt,1779,0,0,0,0,0.6268660692876786,59.397972310178105,15.161031630625141,12.096826888742289,False,False,cpe-ro-42,up,all_up,testing,78,149,34,82,normal,normal,normal,2,0.81,0,0
2023-06-06 00:00:00,cpe-sw-5,Switch,Sydney,268,0,0,0,0,0.5710891531400368,55.59860094808565,16.40174442306999,11.899135960266971,False,False,pe-ro-8,up,partial_down,down,172,189,33,83,normal,normal,normal,0,0.1,0,0
2023-06-06 00:00:00,ce-ro-10,Router,Tokyo,585,0,0,0,0,0.6018355938685421,57.79978167299809,15.551201373035598,11.899751118843726,False,False,ce-ro-10,up,all_up,down,44,279,35,66,normal,normal,normal,0,0.45,0,0
2023-06-06 00:00:00,ce-ro-6,Router,Tokyo,1457,0,0,0,0,0.5989628475673294,57.19666362273837,17.011656558838805,12.096424885744865,False,False,ce-ro-6,up,partial_down,up,183,257,77,65,normal,warning,normal,1,0.4,0,0
2023-06-06 00:00:00,ce-ro-22,Router,Sydney,313,0,0,0,0,0.5886346451708878,57.996780662351554,17.50757493604322,11.796868050521827,False,False,ce-ro-22,up,all_up,down,264,203,70,99,normal,normal,normal,2,0.98,0,0
2023-06-06 00:00:00,cpe-sw-8,Switch,New York,361,0,0,0,0,0.631429533020456,55.39603494955399,15.806763595259373,11.997222351934683,False,False,cpe-ro-6,up,partial_down,up,142,227,89,37,normal,normal,warning,5,0.0,0,0
2023-06-06 00:00:00,core-sw-7,Switch,London,1148,1,1,0,0,3.028248826124869,48.83454538892571,15.057031329029757,12.198827726529185,False,False,ce-ro-13,up,partial_down,down,81,48,21,39,normal,normal,warning,5,0.38,1,0
2023-06-06 00:00:00,cpe-ro-6,Router,London,983,0,0,1,1,0.6126596191995931,59.79805537888501,41.44282720751262,10.380605529150333,False,False,cpe-ro-6,up,all_down,down,413,307,95,95,critical,failed,failed,4,0.69,0,1
2023-06-06 00:00:00,cpe-sw-24,Switch,London,1243,1,1,0,0,3.2422346711692906,48.73199141747745,14.905725132700361,11.997116995401399,False,False,cpe-ro-12,up,all_down,up,277,46,36,70,warning,normal,warning,4,0.94,1,0
2023-06-06 00:00:00,cpe-ro-28,Router,Tokyo,1422,0,0,0,0,0.753517686953956,59.49234533630035,15.710964735752507,11.896199055698448,False,False,cpe-ro-28,down,all_up,down,226,128,49,81,warning,warning,normal,0,0.95,0,0
2023-06-06 00:00:00,core-sw-4,Switch,Frankfurt,1622,0,0,0,0,0.5527833717587041,58.79886062038544,17.006561815562197,11.897367458835337,False,False,ce-ro-2,down,partial_down,testing,270,219,21,55,normal,normal,normal,5,0.1,0,0
2023-06-06 00:00:00,ce-ro-15,Router,Tokyo,962,0,0,0,0,0.5697321490810429,59.29150371167638,16.861928157251707,12.196276667686185,False,False,ce-ro-15,up,partial_down,up,348,30,63,20,normal,failed,warning,2,0.19,0,0
2023-06-06 00:00:00,ce-ro-20,Router,Tokyo,1196,0,0,0,0,0.5045053572567071,55.59971033374401,16.800571508962776,12.099751929721748,False,False,ce-ro-20,up,all_up,up,4,370,42,23,normal,normal,normal,2,0.75,0,0
2023-06-06 00:00:00,ce-ro-19,Router,Tokyo,245,0,0,0,0,0.7652680883036301,58.89707694853118,16.20454945484511,11.997585285118276,False,False,ce-ro-19,up,all_up,up,319,374,33,73,normal,normal,normal,1,0.62,0,0
2023-06-06 00:00:00,cpe-ro-27,Router,Sydney,1188,1,0,1,1,2.931490576304971,58.893893015073786,42.152810993722404,10.163536006391295,False,False,cpe-ro-27,down,all_down,down,412,374,100,90,critical,failed,failed,5,0.31,0,1
2023-06-06 00:00:00,cpe-ro-31,Router,London,100,0,0,0,0,0.5652207779757039,58.79790231647243,16.052869346658525,11.899277772531411,False,False,cpe-ro-31,up,all_up,testing,192,299,52,47,normal,normal,normal,3,0.99,0,0
2023-06-06 00:00:00,ce-ro-16,Router,Tokyo,5,0,0,0,0,0.6071127432619389,59.1981994980146,15.405443543200033,11.79907932234993,False,False,ce-ro-16,up,partial_down,up,151,200,60,85,normal,normal,normal,1,0.64,0,0
2023-06-06 00:00:00,pe-ro-1,Router,Frankfurt,880,1,1,1,1,3.0715969683872935,44.953337699602116,41.59332857694361,10.088349478470718,False,False,pe-ro-1,down,all_down,down,309,468,98,90,critical,failed,failed,4,0.93,0,1
2023-06-06 00:00:00,ce-ro-4,Router,Sydney,1147,0,0,0,0,0.6540795567146445,56.698993561378906,16.702566574689488,12.098299923248497,False,False,ce-ro-4,degraded,all_up,down,164,63,63,51,normal,normal,normal,0,0.24,0,0
2023-06-06 00:00:00,cpe-sw-22,Switch,London,513,0,0,0,0,0.7244709440267986,56.39625711985596,16.45668264784244,11.797246677172069,False,False,pe-ro-1,up,all_up,down,333,348,76,76,normal,normal,normal,1,0.84,0,0
2023-06-06 00:00:00,ce-ro-7,Router,Sydney,1801,0,0,0,0,0.5835913730669171,59.39224073623742,16.559533065507793,11.7962046206969,False,False,ce-ro-7,up,partial_down,up,376,102,26,69,normal,normal,normal,0,0.56,0,0
2023-06-06 00:00:00,cpe-ro-7,Router,London,950,1,1,0,1,3.0192083207638403,46.14490146267285,15.804676050621639,10.062110299840038,True,False,cpe-ro-7,up,all_down,testing,241,55,72,45,normal,normal,normal,2,0.21,1,0
2023-06-06 00:00:00,pe-ro-7,Router,Tokyo,50,0,0,0,0,0.6956119981427973,57.59660880805707,17.15653962207532,11.996640342608769,False,False,pe-ro-7,degraded,all_down,testing,136,193,58,47,normal,normal,warning,4,0.11,0,0
2023-06-06 00:00:00,cpe-sw-21,Switch,Tokyo,729,0,0,0,0,0.6050541151195639,59.999159381781425,17.301961742582268,11.89968433820026,False,False,ce-ro-11,down,all_up,up,92,18,88,79,normal,normal,normal,2,0.52,0,0
2023-06-06 00:00:00,cpe-ro-8,Router,Tokyo,395,0,0,0,0,0.7666486701839547,57.39951239767659,16.051747253568973,11.899267581318503,False,False,cpe-ro-8,up,all_up,up,242,280,90,82,normal,normal,normal,1,0.88,0,0
2023-06-06 00:00:00,pe-ro-3,Router,Frankfurt,1157,0,0,0,0,0.7274724026110847,58.69813050945721,15.304596763480395,11.997745457726678,False,False,pe-ro-3,up,partial_down,up,86,341,75,46,normal,normal,normal,2,0.51,0,0
2023-06-06 00:00:00,pe-ro-6,Router,Tokyo,980,0,0,0,0,0.6843183248119069,56.59665109844424,16.15572386779174,11.79796938034254,False,False,pe-ro-6,down,all_up,down,66,218,86,54,normal,warning,normal,5,0.24,0,0
2023-06-06 00:00:00,core-sw-8,Switch,Frankfurt,330,0,0,0,0,0.7916143246229678,59.09841483394013,17.005354559248115,11.79880297865429,False,False,cpe-ro-8,up,all_up,testing,361,232,78,31,normal,normal,normal,0,0.39,0,0
2023-06-06 00:00:00,cpe-ro-29,Router,New York,104,0,0,0,0,0.6011127711689499,56.89976416147412,16.250843778638743,11.899865884124237,False,False,cpe-ro-29,up,partial_down,up,158,35,99,74,normal,normal,normal,1,0.5,0,0
2023-06-06 00:00:00,cpe-ro-12,Router,New York,1052,1,1,0,1,2.789096227278847,45.58883716173783,16.20489732224403,10.5729603847666,True,False,cpe-ro-12,up,partial_down,down,379,28,71,61,normal,normal,normal,5,0.77,1,0
2023-06-06 00:00:00,cpe-sw-25,Switch,London,736,1,0,0,0,3.1397706885971646,56.495223242639234,16.307470540532762,11.996917425681263,False,False,cpe-ro-23,up,partial_down,down,399,218,67,49,critical,normal,normal,3,0.27,1,0
2023-06-06 00:00:00,cpe-ro-33,Router,Tokyo,1568,0,0,0,0,0.7204743272426283,57.19937105250025,17.003059110152904,12.09921823399829,False,False,cpe-ro-33,up,all_up,up,351,104,24,87,normal,normal,failed,4,0.48,0,0
2023-06-06 00:00:00,ce-ro-12,Router,Sydney,1136,0,0,0,0,0.566222818962726,58.496379923377155,15.8598525319343,11.99597625589008,False,False,ce-ro-12,up,all_up,up,12,215,39,83,warning,normal,normal,5,0.9,0,0
2023-06-06 00:00:00,core-sw-6,Switch,New York,1293,0,0,0,0,0.611099217439365,56.49480012876767,16.10792961158021,12.098546498101001,False,False,cpe-ro-27,down,partial_down,up,98,112,56,21,normal,normal,normal,0,0.12,0,0
2023-06-06 00:00:00,cpe-ro-14,Router,Sydney,1598,0,0,0,0,0.6708155672306199,58.79821780378436,15.853560608494911,12.098514564433799,False,False,cpe-ro-14,up,all_up,down,193,246,91,76,normal,normal,normal,1,0.99,0,0
2023-06-06 00:00:00,cpe-sw-23,Switch,Sydney,1099,0,0,0,0,0.789850911630689,58.89642182496867,17.05476711930214,12.198026962430193,False,False,ce-ro-24,degraded,all_up,up,254,9,78,22,normal,normal,normal,5,0.45,0,0
2023-06-06 00:00:00,cpe-ro-3,Router,New York,1771,1,0,1,0,2.485957203167876,55.69401509145587,41.74688605216968,12.09557537506845,False,False,cpe-ro-3,up,partial_down,down,261,347,21,64,warning,normal,warning,4,0.64,1,0
2023-06-06 00:00:00,cpe-ro-9,Router,Frankfurt,671,0,0,0,0,0.6731597181529801,55.897058409774864,15.755462309812208,12.198794138055819,False,False,cpe-ro-9,up,all_up,up,148,184,100,76,warning,normal,normal,4,0.24,0,0
2023-06-06 00:00:00,ce-ro-18,Router,New York,740,0,0,0,0,0.7430310045058884,58.39304139486135,16.957958625069935,11.995721897825506,False,False,ce-ro-18,degraded,all_up,up,182,390,68,44,normal,warning,normal,5,0.3,0,0
2023-06-06 00:00:00,cpe-ro-1,Router,Sydney,1089,1,0,1,0,2.1011426468943206,59.39668181599594,41.16665374238303,12.097102824971182,False,False,cpe-ro-1,up,partial_down,down,229,391,94,56,warning,warning,normal,2,0.34,1,0
2023-06-06 00:00:00,cpe-ro-2,Router,London,823,0,0,0,0,0.5795953601868675,59.695906615546875,15.4058311594374,11.799072135009212,False,False,cpe-ro-2,up,all_up,up,207,306,46,28,normal,normal,warning,2,0.29,0,0
2023-06-06 00:00:00,ce-ro-9,Router,Sydney,783,0,0,0,0,0.6064366193523827,56.4988290650283,16.50146530495922,11.899473802721582,False,False,ce-ro-9,up,all_up,up,156,57,47,32,normal,warning,normal,3,0.14,0,0
2023-06-06 00:00:00,pe-ro-5,Router,London,436,0,0,0,0,0.5612838451307494,58.199581773740974,16.80092375775071,11.999320314348605,False,False,pe-ro-5,up,all_up,up,168,209,20,50,normal,warning,normal,4,0.8,0,0
2023-06-06 00:00:00,cpe-ro-25,Router,New York,752,0,0,0,0,0.634411004062184,58.59237189135495,14.861106770561516,11.897617022601647,False,False,cpe-ro-25,up,all_up,down,393,108,77,83,normal,normal,normal,1,0.96,0,0
2023-06-06 00:00:00,pe-ro-4,Router,New York,325,0,0,0,0,0.708229040191682,57.29942093760729,17.301189609909517,12.099500690240063,False,False,pe-ro-4,up,partial_down,up,214,70,48,81,normal,normal,normal,2,0.85,0,0
2023-06-06 00:00:00,cpe-ro-34,Router,London,59,0,0,0,0,0.5075455276873136,57.19902985496138,17.55086274258784,11.999729867612876,False,False,cpe-ro-34,up,all_up,up,60,323,23,32,normal,normal,normal,1,0.87,0,0
2023-06-06 00:00:00,core-sw-5,Switch,Sydney,1682,0,0,0,0,0.5542485208972138,56.898729901500516,15.201346338794473,12.0992720571545,False,False,ce-ro-23,up,partial_down,up,368,353,65,20,normal,normal,normal,3,0.31,0,0
2023-06-06 00:00:00,cpe-ro-17,Router,Sydney,1632,1,1,1,1,3.2559375959936587,44.10091960813255,42.50683267031037,10.317687868684036,False,False,cpe-ro-17,up,all_down,down,383,328,90,97,critical,failed,failed,4,0.59,0,1
2023-06-06 00:00:00,ce-ro-11,Router,London,1233,0,0,1,0,0.660989238397202,55.49583739475691,42.53202179988963,11.997255437239046,False,False,ce-ro-11,up,all_up,down,115,290,35,64,critical,normal,normal,1,0.02,1,0
2023-06-06 00:00:00,cpe-ro-39,Router,Frankfurt,429,1,1,0,0,3.133968198338514,47.40202729127388,17.155548321260394,11.798379004344609,False,False,cpe-ro-39,down,partial_down,down,27,221,48,20,normal,normal,normal,4,0.18,1,0
2023-06-06 00:00:00,cpe-sw-19,Switch,New York,688,0,0,0,0,0.7021371616885524,56.599842212124095,16.450550769869448,11.89973332687308,False,False,core-ro-5,up,all_up,down,259,398,89,60,normal,failed,normal,4,0.53,0,0
2023-06-06 00:00:00,cpe-fw-1,Firewall,Tokyo,1232,0,0,0,0,0.608626763161011,57.4965324347606,15.904297383534525,11.79798349329937,False,False,pe-ro-3,up,partial_down,up,304,328,32,43,normal,warning,normal,0,0.44,0,0
2023-06-06 00:00:00,cpe-ro-20,Router,London,1192,0,0,0,0,0.5120246210155768,57.297103564690524,16.852266286290657,11.799259341862275,False,False,cpe-ro-20,up,all_up,testing,50,228,100,75,normal,normal,normal,3,0.01,0,0
2023-06-06 00:00:00,cpe-ro-16,Router,Sydney,1559,0,0,0,0,0.5213899987841034,59.599324774391526,15.604901422864714,12.09932741426275,False,False,cpe-ro-16,up,all_up,up,370,362,93,73,normal,normal,warning,1,0.99,0,0
2023-06-06 00:00:00,cpe-ro-26,Router,Tokyo,1124,1,1,0,0,2.8001240149417717,46.64149038046374,16.808693563924177,11.996492333393595,False,True,cpe-ro-26,down,all_up,down,173,379,29,23,normal,normal,normal,5,0.48,0,0
2023-06-06 00:00:00,cpe-ro-30,Router,Tokyo,1463,0,0,0,0,0.6677232808001693,55.29925998278398,15.65261038302766,11.999376788472153,False,False,cpe-ro-30,up,all_up,up,11,84,83,58,normal,normal,warning,4,0.18,0,0
2023-06-06 00:00:00,ce-ro-3,Router,Tokyo,1802,1,1,0,0,3.164199626768853,45.693842918255584,15.051808741108838,12.099595657626448,False,False,ce-ro-3,up,all_down,down,186,143,94,46,warning,normal,normal,1,0.25,1,0
2023-06-06 00:00:00,cpe-ro-41,Router,Sydney,1481,0,0,0,0,0.6980883288019601,57.19468605773256,15.70720912921173,11.796842345344979,False,False,cpe-ro-41,up,partial_down,up,108,115,82,22,normal,normal,normal,2,0.01,0,0
2023-06-06 00:00:00,core-sw-2,Switch,Sydney,1254,0,0,0,0,0.6525038242982599,58.29849478515514,15.552219317014803,11.899039692160551,False,False,cpe-ro-38,up,all_up,down,72,164,47,51,normal,warning,normal,2,0.72,0,0
2023-06-06 00:00:00,cpe-sw-3,Switch,Tokyo,1060,0,0,0,0,0.562009808816474,57.19869853119796,16.201637094778768,11.899508860952686,False,False,ce-ro-13,degraded,all_up,up,350,245,97,77,normal,normal,normal,1,0.1,0,0
2023-06-06 00:00:00,ce-ro-5,Router,London,420,0,0,0,0,0.7053660484596144,57.19817675298806,17.25252356568527,12.198508169989255,False,False,ce-ro-5,down,partial_down,up,243,99,86,93,normal,normal,normal,3,0.5,0,0
2023-06-06 00:00:00,core-sw-3,Switch,London,1293,0,0,0,0,0.7652915005442847,58.49745896197667,16.409116844092793,11.996731880380436,False,False,ce-ro-9,degraded,all_up,up,194,258,63,26,normal,normal,normal,2,0.48,0,0
2023-06-06 00:00:00,cpe-ro-18,Router,New York,823,1,1,0,0,2.8957390820104028,46.326492372202935,17.552634713528658,11.999176168225956,False,False,cpe-ro-18,down,partial_down,down,137,171,66,27,normal,warning,normal,4,0.08,1,0
2023-06-06 00:00:00,cpe-ro-42,Router,Tokyo,406,0,0,1,1,0.6716207865539996,54.5937270839684,41.05841831916424,10.275285715950982,False,False,cpe-ro-42,up,partial_down,down,457,450,99,100,critical,failed,failed,4,0.91,0,1
2023-06-06 00:00:00,cpe-sw-9,Switch,New York,1322,1,1,0,0,3.324098673967658,46.98028198457941,16.911942130571447,12.096478081756592,False,False,ce-ro-10,up,all_down,up,212,291,44,94,normal,normal,normal,1,0.07,1,0
2023-06-06 00:00:00,cpe-sw-18,Switch,Frankfurt,1054,0,0,0,0,0.7819821440314827,56.097539603999266,16.55485217679882,12.097827580711286,False,False,cpe-ro-35,down,all_up,testing,90,279,82,55,normal,warning,normal,0,0.93,0,0
2023-06-06 00:00:00,cpe-ro-11,Router,Frankfurt,134,0,0,0,0,0.7637725372647383,59.298241682695924,15.802148548644304,12.199118861022264,False,False,cpe-ro-11,up,all_up,up,353,226,45,99,normal,normal,normal,2,0.93,0,0
2023-06-06 00:00:00,core-ro-7,Router,Frankfurt,681,1,1,0,0,3.457409338660844,48.11720411435265,16.359860554828444,11.898450828892969,False,False,core-ro-7,up,partial_down,down,98,13,27,79,normal,normal,normal,3,0.39,1,0
2023-06-06 00:00:00,ce-ro-1,Router,London,1263,0,0,0,0,0.6429199520590798,55.39642666143308,15.553564362715443,12.198576209262775,False,False,ce-ro-1,up,all_up,down,175,336,77,57,normal,failed,normal,3,0.83,0,0
2023-06-06 00:00:00,cpe-ro-32,Router,Sydney,1379,1,0,0,0,2.9458124107312917,57.498909472973764,15.651821160686715,12.09944215400244,False,False,cpe-ro-32,up,partial_down,down,340,127,20,37,normal,normal,normal,4,0.14,1,0
2023-06-06 00:00:00,cpe-ro-10,Router,New York,1185,0,0,0,0,0.6838096555944955,58.69237231341844,16.258778943636855,11.996270402718174,False,False,cpe-ro-10,up,all_up,down,231,317,95,38,normal,normal,warning,2,0.32,0,0
2023-06-06 00:00:00,core-ro-1,Router,New York,1333,1,1,0,0,2.7958086161498157,45.679661262027274,17.05587051197617,11.998578953615063,False,False,core-ro-1,up,all_down,up,140,253,99,53,normal,normal,normal,2,0.49,1,0
2023-06-06 00:00:00,cpe-ro-35,Router,London,1343,0,0,0,0,0.5678535447655496,55.79581930613467,16.607885109396918,11.995349715934164,False,False,cpe-ro-35,up,partial_down,down,197,356,93,86,normal,normal,warning,1,0.49,0,0
2023-06-06 00:00:00,cpe-ro-5,Router,Frankfurt,698,0,0,0,0,0.6052505540796329,58.39948915658636,16.301278767761982,11.899455188227751,False,False,cpe-ro-5,up,all_up,up,323,244,67,79,normal,normal,normal,4,0.33,0,0
2023-06-06 00:00:00,cpe-sw-2,Switch,Frankfurt,1525,0,0,0,0,0.589373980039783,58.09361612280131,15.109207951411442,11.997318935141385,False,False,cpe-ro-41,down,all_up,up,392,127,69,68,normal,warning,normal,2,0.49,0,0
2023-06-06 00:00:00,cpe-ro-37,Router,Tokyo,1756,1,0,1,1,2.6550456106501414,55.79708196576449,42.4278546447521,10.344799550187751,False,False,cpe-ro-37,up,all_down,down,470,339,99,94,critical,failed,failed,5,0.79,0,1
2023-06-06 00:00:00,pe-ro-2,Router,Tokyo,139,0,0,0,0,0.7038834920945011,58.49405502228705,16.506385929311815,11.795737565225997,False,False,pe-ro-2,up,partial_down,up,257,102,44,93,normal,normal,normal,3,0.87,0,0
2023-06-06 00:00:00,ce-ro-13,Router,Frankfurt,1679,0,0,0,0,0.7201068822055131,58.29260923188105,15.613353352839864,11.79475269177874,False,False,ce-ro-13,up,partial_down,down,145,246,67,52,warning,normal,failed,1,0.58,0,0
2023-06-06 00:00:00,pe-ro-8,Router,Frankfurt,1697,0,0,0,0,0.609995751468191,59.19935859084302,15.851038244485146,11.799439646555962,False,False,pe-ro-8,up,all_up,down,233,152,88,46,warning,normal,normal,0,0.6,0,0
2023-06-06 00:00:00,cpe-ro-36,Router,Sydney,632,0,0,0,0,0.7482121956410639,58.29472742201096,16.209711971753556,12.197860606287236,False,False,cpe-ro-36,degraded,all_up,down,306,122,47,23,warning,normal,normal,4,0.14,0,0
2023-06-06 00:00:00,cpe-ro-24,Router,Sydney,1011,0,0,0,0,0.5736838188943912,59.59697058010483,16.861744729260877,12.097334580938401,False,False,cpe-ro-24,degraded,partial_down,down,245,323,91,50,normal,normal,normal,1,0.85,0,0
2023-06-06 00:00:00,ce-ro-23,Router,Sydney,752,1,0,1,0,2.4150593910709817,57.99843950460831,41.365155139233764,11.897292547168947,False,False,ce-ro-23,down,all_up,down,196,288,51,41,warning,normal,warning,3,0.25,1,0
2023-06-06 00:00:00,core-ro-8,Router,Sydney,952,1,0,1,1,3.0512369687913017,57.59715797961264,41.35201471946259,10.252092614872858,False,False,core-ro-8,up,all_down,down,392,348,95,96,critical,failed,failed,5,0.57,0,1
2023-06-06 00:00:00,cpe-ro-15,Router,Tokyo,1795,0,0,0,0,0.7022689848034652,54.59867008819455,16.602157183092444,12.099633814719626,False,False,cpe-ro-15,up,all_up,down,236,266,61,35,normal,normal,normal,4,0.17,0,0
2023-06-06 00:00:00,cpe-ro-40,Router,London,1805,1,1,0,0,2.950891138579806,48.009096583365455,17.15777157483363,11.896786426065642,False,False,cpe-ro-40,up,all_down,down,241,281,52,59,normal,normal,failed,1,0.88,1,0
2023-06-06 00:00:00,cpe-sw-11,Switch,Sydney,939,0,0,0,0,0.7395731347513743,57.19854812389367,15.757514626694018,11.797490318439124,False,False,cpe-ro-26,degraded,all_up,down,59,191,56,42,normal,normal,normal,2,0.2,0,0
2023-06-06 00:00:00,cpe-ro-38,Router,Sydney,103,1,0,1,0,2.3778963258796804,58.99619912783615,42.3000374741597,11.797304479369243,False,False,cpe-ro-38,up,all_up,testing,44,289,65,100,warning,normal,failed,3,0.86,1,0
2023-06-06 00:00:00,cpe-ro-22,Router,New York,669,1,1,0,0,3.346017409517586,48.107902210095325,17.150664064133686,11.999800834600288,False,False,cpe-ro-22,up,partial_down,down,114,7,75,31,normal,normal,normal,5,0.06,1,0
2023-06-06 00:00:00,cpe-ro-23,Router,Sydney,1394,0,0,0,0,0.5429663439942274,59.49776045142904,16.859376383977818,11.89743215829949,False,False,cpe-ro-23,up,all_up,up,65,68,71,62,normal,normal,normal,2,0.43,0,0
2023-06-06 00:00:00,cpe-sw-27,Switch,Tokyo,587,0,0,0,0,0.6074177170104246,58.399361107151414,16.051944175098896,11.899233560979575,False,False,cpe-ro-25,up,partial_down,up,77,53,47,61,normal,normal,normal,3,0.31,0,0
2023-06-06 00:00:00,core-ro-2,Router,Sydney,746,0,0,0,0,0.5559266478194148,56.499096645117376,16.601566501322175,11.99908821693794,False,False,core-ro-2,up,all_up,down,230,358,43,95,normal,normal,normal,3,0.78,0,0
2023-06-06 00:00:00,cpe-fw-11,Firewall,New York,15,0,0,0,0,0.7628449711882908,56.19464254589618,16.405205707624475,12.096608879465476,False,False,cpe-ro-33,up,all_up,up,321,35,65,20,normal,normal,failed,1,0.59,0,0
2023-06-06 00:00:00,core-ro-3,Router,New York,984,0,0,0,0,0.5586956775323877,55.99864098177107,16.15188828007239,11.899338123231905,False,False,core-ro-3,up,all_up,down,248,230,38,49,normal,normal,warning,3,0.92,0,0
2023-06-06 00:00:00,cpe-ro-21,Router,Frankfurt,1292,0,0,0,0,0.5596342364878014,58.59900983639919,16.301616213256253,12.099236495282389,False,False,cpe-ro-21,up,partial_down,testing,122,273,91,29,normal,normal,normal,1,0.89,0,0
2023-06-06 00:00:00,core-ro-4,Router,Sydney,558,0,0,0,0,0.7596343347800494,59.098008519451845,17.202838248464733,11.89881954367941,False,False,core-ro-4,up,all_up,down,74,20,56,74,normal,normal,normal,1,0.41,0,0
2023-06-06 00:00:00,core-ro-5,Router,Sydney,1297,0,0,0,0,0.5659156685464612,57.693114149173944,16.20588385206945,11.997904012639864,False,False,core-ro-5,degraded,all_up,up,267,372,27,80,normal,normal,normal,5,0.36,0,0
2023-06-06 00:00:00,cpe-ro-19,Router,Frankfurt,811,1,1,0,0,2.5510712112797624,47.562024736239735,15.501149865318558,11.999683620490078,False,False,cpe-ro-19,up,all_down,down,7,234,67,24,normal,normal,normal,5,0.33,1,0
2023-06-06 00:00:00,core-ro-6,Router,London,1234,0,0,1,0,0.7644630161496528,59.698837379074256,41.05939237275834,11.999028297510607,False,False,core-ro-6,up,all_up,down,219,307,20,95,warning,normal,normal,4,0.79,1,0
2023-06-06 00:00:00,cpe-sw-29,Switch,New York,384,0,0,0,0,0.5189847065632975,55.79853771028992,16.102407690490356,11.79882872242021,False,False,ce-ro-8,down,all_up,down,103,3,100,36,normal,normal,normal,0,0.37,0,0
